 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23
148,695.55,692.98,696.64,667.51,673.64,692.39,694.66,684.61,702.60,740.53,733.44,741.93,697.49,703.14,682.92,692.97,694.89,676.51,702.21,670.98,684.62,682.66,695.55
149,694.56,691.64,696.48,668.04,671.99,691.98,693.00,684.94,702.08,738.95,733.94,740.60,698.36,702.52,683.25,693.39,696.25,676.14,701.65,670.94,683.67,683.28,694.56
150,694.85,691.75,694.81,669.01,670.67,690.42,690.91,684.70,701.98,739.31,733.55,738.89,698.11,701.86,683.03,693.12,696.76,675.36,700.74,670.38,683.11,684.41,694.85
151,695.08,691.92,693.62,670.52,669.83,690.69,690.02,685.93,702.30,738.28,732.72,738.11,697.00,702.69,682.01,691.93,695.64,673.30,700.20,670.48,684.58,685.04,695.08
152,694.13,691.37,692.36,671.11,669.24,690.91,688.93,686.16,703.85,736.76,731.55,738.00,696.83,704.28,681.61,690.81,694.66,671.66,699.12,670.45,686.58,684.15,694.13
153,692.97,690.81,692.64,671.07,669.80,690.55,688.14,685.03,707.69,737.43,729.26,736.74,695.92,705.15,682.21,690.04,693.94,672.13,696.47,670.55,686.98,682.57,692.97
154,692.41,689.64,694.10,671.58,669.93,690.15,688.48,685.09,711.81,739.34,729.01,736.40,694.81,704.24,682.90,690.55,693.30,673.54,695.86,670.77,685.71,681.21,692.41
155,692.02,687.33,694.05,671.87,668.95,689.84,687.95,685.85,714.85,740.16,729.05,736.45,695.50,702.99,683.27,690.90,693.48,672.96,697.53,670.23,683.90,681.48,692.02
156,691.62,686.88,692.28,671.06,668.54,689.20,685.67,687.40,717.17,739.06,726.61,735.79,696.75,703.33,684.07,689.71,693.35,672.20,697.84,670.56,683.85,682.10,691.62
157,691.61,687.75,690.34,670.03,669.93,688.24,684.66,688.34,718.07,738.32,725.48,735.35,696.60,703.62,685.23,688.60,693.61,673.26,697.84,670.82,684.79,682.14,691.61
158,691.81,687.94,690.28,670.06,669.98,689.11,686.34,687.20,717.63,738.86,724.41,733.88,696.70,703.57,684.98,688.63,693.84,673.35,698.88,669.91,683.87,682.69,691.81
159,691.69,689.20,691.24,670.09,667.41,689.89,687.94,686.45,717.63,738.93,722.66,731.95,697.58,703.51,684.00,691.11,694.00,672.48,701.20,668.90,682.25,683.11,691.69
160,692.00,690.05,692.65,669.20,666.90,687.78,688.66,687.60,718.70,737.81,721.91,731.92,697.78,703.45,683.88,692.79,695.03,672.52,701.59,668.62,682.57,683.54,692.00
161,692.46,688.86,693.73,668.39,668.70,686.46,690.84,687.72,718.50,736.83,721.22,732.67,698.11,703.09,684.22,693.07,696.44,672.65,699.84,669.28,683.80,683.68,692.46
162,692.77,687.40,693.79,667.39,668.97,687.24,692.56,685.69,716.71,736.54,719.99,733.20,697.79,702.87,683.96,693.70,697.44,671.28,697.96,669.34,683.87,683.15,692.77
163,693.82,687.45,693.53,666.86,666.84,688.37,693.42,684.00,715.22,735.43,720.87,734.32,695.74,703.39,682.45,693.96,697.44,669.12,697.05,669.70,684.17,682.97,693.82
164,694.72,688.44,694.14,667.87,663.96,688.63,695.81,683.83,714.90,735.15,723.23,735.46,695.73,704.21,681.34,694.06,696.77,668.21,697.21,670.60,684.65,683.31,694.72
165,695.16,689.64,694.56,668.16,661.29,687.81,698.58,685.00,714.37,736.26,724.81,734.37,697.44,703.21,682.78,693.97,696.93,669.13,699.10,671.14,684.10,683.37,695.16
166,695.40,689.97,694.67,667.86,660.13,687.92,699.33,686.68,713.61,735.12,725.91,731.72,698.59,701.60,684.96,694.24,696.95,670.56,700.85,671.70,683.81,682.39,695.40
167,694.81,688.15,694.80,667.55,662.08,688.65,699.15,687.38,713.59,732.47,725.96,730.29,698.17,701.12,684.36,694.94,696.38,671.14,699.59,671.85,684.15,681.77,694.81
168,693.83,686.73,695.04,666.04,664.00,688.95,698.48,688.22,713.87,730.96,723.66,729.70,697.11,701.55,682.64,694.36,694.91,671.18,695.60,671.20,684.19,682.73,693.83
169,694.08,687.15,696.62,664.10,664.02,688.61,697.32,688.62,713.44,731.89,721.36,729.80,697.04,702.07,681.83,694.22,693.35,671.21,693.04,670.55,685.01,683.94,694.08
170,693.91,687.27,697.84,663.29,663.26,688.49,696.56,687.43,711.24,734.68,722.24,731.66,696.84,701.33,681.59,695.64,693.10,671.25,693.91,670.36,685.38,684.16,693.91
171,692.43,686.28,697.56,663.61,663.52,689.55,696.69,685.14,709.46,736.71,725.19,733.97,695.01,700.12,682.12,695.84,692.34,672.59,694.98,670.10,684.95,683.50,692.43
172,691.76,685.57,697.25,663.90,664.02,691.48,697.79,684.03,709.32,738.47,726.52,735.92,693.72,698.57,683.36,694.17,691.23,675.67,693.57,669.13,685.10,682.75,691.76
173,692.00,685.32,696.81,663.86,664.06,691.53,699.75,684.23,708.78,740.20,725.92,737.36,694.18,697.72,683.96,693.07,692.10,677.66,692.30,668.18,685.46,682.41,692.00
174,692.25,685.74,696.31,663.31,664.48,690.54,700.48,684.03,707.96,739.61,724.84,737.91,695.42,698.29,682.96,693.22,693.76,678.52,692.69,668.34,686.31,682.37,692.25
175,691.46,685.75,695.92,663.22,664.72,689.75,698.20,684.01,708.18,739.49,724.51,737.97,695.85,699.46,681.76,692.83,694.06,679.11,693.42,668.44,687.81,683.03,691.46
176,690.07,684.91,695.21,663.20,665.03,690.58,695.17,685.17,708.28,740.50,724.23,737.53,696.19,699.21,682.36,691.92,692.89,678.96,693.64,669.09,688.57,684.31,690.07
177,689.88,684.85,693.59,662.65,665.09,692.40,694.44,685.96,708.36,740.75,725.14,736.45,697.13,698.70,683.17,691.95,691.40,678.46,693.32,670.20,688.90,685.03,689.88
178,691.63,685.89,692.03,663.44,664.07,692.13,693.27,685.54,708.53,740.93,725.80,734.39,697.52,699.21,682.74,694.10,690.32,678.80,693.18,670.05,688.66,684.77,691.63
179,692.99,686.76,690.92,665.14,664.11,690.11,691.06,685.66,707.59,740.98,725.37,733.05,696.58,699.20,680.91,696.20,689.60,678.92,692.77,669.55,687.75,683.75,692.99
180,692.49,686.32,690.84,665.14,664.08,689.70,690.50,685.90,706.22,740.00,726.38,733.08,695.01,698.65,680.29,697.54,690.59,677.73,691.66,669.68,686.36,681.89,692.49
181,691.80,685.62,692.13,664.19,662.97,689.71,690.98,686.57,706.77,739.40,727.55,733.65,694.96,697.92,681.05,697.29,692.70,677.36,691.79,670.32,685.93,680.78,691.80
182,691.41,684.90,694.04,663.86,662.59,688.43,690.81,686.19,708.81,740.91,727.96,734.97,695.26,697.30,682.24,696.02,693.84,678.21,692.70,670.96,686.23,680.68,691.41
183,690.45,685.35,696.06,663.72,663.01,688.23,690.65,684.09,708.88,744.23,730.19,737.04,694.16,697.75,682.51,694.70,693.16,677.91,693.60,670.96,685.85,681.22,690.45
184,690.73,686.13,696.98,663.32,662.30,689.59,691.43,683.61,706.72,748.00,732.54,739.15,692.65,697.10,681.11,693.22,691.17,676.84,694.42,671.17,685.11,682.12,690.73
185,693.11,686.76,696.28,661.61,660.56,689.89,693.38,682.93,705.76,752.74,731.97,743.23,692.01,695.06,680.69,692.91,689.93,676.53,695.35,671.25,685.00,682.59,693.11
186,695.47,686.71,696.78,659.09,660.07,688.67,694.37,680.73,704.99,757.26,730.81,749.65,692.71,693.43,682.29,694.46,691.04,676.69,697.25,670.84,685.25,682.88,695.47
187,695.70,686.25,698.12,659.14,659.64,687.54,692.88,679.92,703.66,759.26,731.47,755.17,693.28,693.37,683.78,696.20,692.00,676.24,696.97,670.71,686.20,682.63,695.70
188,694.32,685.85,698.21,661.60,657.73,687.90,689.78,681.39,702.98,759.47,732.45,757.09,693.18,694.55,684.15,696.93,693.33,675.15,693.69,670.80,686.71,682.38,694.32
189,692.84,685.21,697.82,663.27,657.03,688.91,687.26,683.53,702.45,759.17,732.91,756.31,692.53,696.17,683.38,696.84,695.25,674.88,690.76,669.90,685.33,683.11,692.84
190,691.55,684.88,697.24,664.15,659.24,688.46,686.22,683.88,702.82,759.19,731.72,755.74,691.39,697.15,683.16,696.17,697.09,675.34,690.26,669.48,685.11,683.50,691.55
191,690.48,684.85,697.09,665.45,663.37,687.64,685.50,682.91,702.94,758.29,730.25,755.85,690.83,697.78,683.94,696.03,698.11,675.75,691.48,669.21,686.31,683.53,690.48
192,690.25,684.83,697.25,665.67,666.17,688.11,686.16,682.09,701.52,755.47,730.22,756.35,692.03,697.34,685.03,696.59,698.61,676.67,692.28,668.87,686.68,683.63,690.25
193,691.16,684.02,697.32,665.05,667.19,688.90,687.41,681.57,699.71,753.13,730.62,756.34,693.47,696.31,684.42,696.92,699.21,677.41,692.87,670.24,685.75,683.80,691.16
194,691.98,682.73,697.30,665.43,668.29,689.46,688.05,681.04,699.37,752.89,733.35,755.48,693.44,695.46,682.51,696.07,698.70,676.42,693.58,671.61,684.59,683.95,691.98
195,692.47,683.18,697.64,664.96,668.78,689.21,688.48,680.93,699.80,754.29,738.01,755.98,693.21,694.08,681.95,694.40,696.63,675.83,692.02,671.42,684.28,683.38,692.47
196,693.07,685.27,697.57,663.99,667.40,688.22,688.75,681.82,699.93,755.29,741.38,758.65,693.23,693.44,682.74,693.41,695.27,676.20,689.03,670.24,684.34,682.26,693.07
197,693.38,686.20,697.16,663.81,664.34,688.42,688.15,682.25,701.10,755.47,743.12,760.47,693.31,694.00,683.49,693.38,695.53,676.28,688.15,669.31,684.57,681.77,693.38
198,692.83,685.88,697.01,664.01,663.87,688.72,687.58,682.60,702.34,754.74,744.17,761.05,693.19,695.46,683.24,694.88,696.25,676.09,689.01,669.08,685.36,682.41,692.83
199,692.73,686.03,697.16,663.57,666.18,688.06,687.74,682.67,701.43,754.76,743.64,760.85,692.47,696.89,683.54,696.26,696.39,676.51,688.33,669.33,686.12,682.16,692.73
200,693.26,687.05,696.38,662.88,668.34,687.63,687.59,681.57,699.72,754.05,742.91,759.64,692.35,695.78,685.08,694.89,696.14,676.28,686.86,670.32,685.64,681.56,693.26
201,693.11,688.24,695.30,662.77,669.32,687.41,687.13,681.11,700.02,750.95,743.47,757.38,692.31,693.40,685.13,693.45,696.31,674.89,687.25,672.26,684.50,682.26,693.11
202,692.64,688.95,694.65,662.70,669.53,687.26,687.52,681.74,700.38,748.28,743.81,756.11,692.28,691.97,683.67,693.37,696.89,673.26,688.89,673.34,684.57,682.96,692.64
203,692.84,689.04,695.03,661.72,669.50,686.50,690.56,682.21,699.66,747.54,743.46,756.09,692.67,691.30,682.24,692.32,697.90,672.65,690.31,672.61,685.47,683.01,692.84
204,692.96,689.09,695.51,660.79,669.83,685.92,693.91,682.58,698.86,747.81,743.28,757.04,692.49,690.60,681.61,690.92,696.52,672.06,691.22,670.74,685.88,683.67,692.96
205,693.18,689.56,695.49,660.66,668.31,686.09,693.90,684.27,698.50,748.82,743.34,758.04,693.01,690.54,681.81,691.29,693.92,670.53,691.09,669.52,685.75,684.23,693.18
206,693.58,689.92,694.54,660.78,664.18,685.36,692.58,685.71,699.42,749.70,743.85,758.07,695.07,691.10,681.27,692.28,693.52,669.77,690.76,669.59,685.18,683.91,693.58
207,694.04,689.96,694.09,661.12,661.70,683.65,693.77,684.98,701.16,750.36,744.40,757.43,697.08,691.58,682.08,691.70,695.29,670.54,692.09,669.90,684.32,684.10,694.04
208,694.77,690.69,695.30,661.79,662.61,682.73,696.12,682.87,703.19,748.95,743.26,755.68,697.37,691.51,683.55,689.76,696.40,671.46,693.37,670.71,684.65,684.14,694.77
209,694.26,691.04,696.28,662.44,664.47,683.41,697.78,681.93,703.99,744.15,740.65,754.21,696.08,690.71,682.51,688.65,695.38,672.34,691.84,672.22,686.18,683.55,694.26
210,692.83,690.27,696.38,662.94,664.73,684.14,699.18,682.00,702.61,740.32,738.66,752.60,695.60,690.68,680.77,689.68,692.88,672.86,690.23,672.09,687.09,682.87,692.83
211,691.98,689.58,695.30,662.66,665.41,684.02,698.27,683.16,700.43,741.08,737.46,750.24,695.69,692.02,681.01,691.09,690.58,673.55,690.54,670.52,687.59,681.96,691.98
212,691.81,688.92,693.15,662.06,666.07,682.82,695.49,684.21,699.42,743.58,736.55,748.05,693.81,693.86,683.23,690.64,690.56,673.45,691.72,669.98,687.44,680.99,691.81
213,693.20,688.98,691.82,661.49,665.76,682.27,694.31,684.39,699.92,744.70,736.07,746.65,690.95,695.94,685.64,688.67,691.60,672.70,691.74,670.67,686.71,681.33,693.20
214,694.81,689.45,692.06,661.10,666.28,683.35,694.86,684.44,701.11,743.50,735.90,744.65,690.14,696.87,687.44,686.81,693.20,672.01,690.48,671.50,686.29,682.50,694.81
215,694.56,688.66,694.16,660.42,665.66,684.77,696.49,684.76,701.99,741.56,734.46,743.34,692.00,696.71,688.15,685.62,694.04,669.82,690.40,671.66,686.64,682.26,694.56
216,693.62,687.29,696.30,660.66,664.60,685.10,699.14,684.42,702.24,737.88,733.05,744.07,693.97,696.59,687.94,685.52,694.28,667.24,690.82,671.56,687.83,681.93,693.62
217,693.44,686.88,695.38,661.36,665.33,684.64,700.73,684.05,700.61,734.62,732.31,744.21,693.06,696.11,687.91,687.61,694.47,667.44,690.57,671.48,688.68,683.13,693.44
218,693.01,686.43,693.44,661.33,666.03,684.24,700.85,684.30,698.43,735.45,731.25,743.76,692.60,695.35,687.99,689.02,694.77,669.84,689.40,670.87,688.60,683.80,693.01
219,692.37,685.04,693.37,661.79,665.87,685.07,700.70,684.84,698.08,737.23,729.58,743.58,694.14,695.96,687.08,688.66,693.53,670.30,688.47,669.96,687.81,682.81,692.37
220,691.45,684.71,693.51,662.68,665.61,684.70,700.98,685.64,698.42,736.57,728.27,741.87,695.58,697.09,686.23,688.60,691.71,668.40,689.51,669.53,687.74,682.10,691.45
221,692.02,686.28,692.36,663.10,664.75,683.09,702.16,686.17,699.68,735.20,728.41,739.90,696.38,698.12,686.27,689.63,690.70,666.40,692.36,669.86,688.46,682.83,692.02
222,692.93,687.11,691.32,663.51,662.52,682.54,703.01,686.62,700.64,733.17,728.64,739.70,697.24,698.53,686.08,690.39,691.02,666.38,693.68,669.03,689.11,683.90,692.93
223,692.81,686.97,693.52,663.40,660.74,681.72,702.04,686.27,700.09,729.70,728.23,738.73,697.29,699.27,685.92,690.36,693.32,667.57,692.43,667.35,690.14,684.97,692.81
224,692.95,687.01,696.00,662.77,660.16,680.59,700.49,686.09,700.83,728.39,727.70,736.78,695.74,699.59,686.81,691.24,695.10,667.53,691.99,667.41,691.44,686.41,692.95
225,692.74,687.21,695.13,661.13,660.94,681.68,700.46,686.40,702.44,730.32,727.15,735.89,693.87,699.73,687.59,692.38,695.01,667.32,692.78,668.53,690.88,687.50,692.74
226,692.32,687.87,693.81,659.40,661.48,683.51,700.34,686.00,702.79,731.79,725.66,736.33,693.07,701.18,687.26,691.99,694.98,668.85,692.01,669.34,689.08,687.96,692.32
227,692.95,688.20,694.04,658.52,661.24,684.84,700.32,685.61,702.58,730.65,724.54,737.05,693.96,702.93,686.80,691.10,695.01,670.91,691.65,669.35,687.99,687.69,692.95
228,693.57,687.50,694.04,658.54,660.49,685.10,702.15,686.18,703.21,730.47,724.29,736.70,695.16,701.90,686.99,690.47,694.68,672.25,692.31,670.19,687.39,687.72,693.57
229,693.73,687.21,693.16,658.47,660.40,684.01,703.08,687.04,704.17,731.66,723.60,735.03,695.16,698.95,686.18,689.35,694.86,671.87,692.27,671.92,687.18,688.55,693.73
230,693.78,687.24,692.02,658.28,661.35,682.87,702.89,686.54,704.49,731.92,722.63,733.35,694.56,697.50,686.03,688.21,695.30,669.55,690.01,672.35,687.01,689.11,693.78
231,693.01,687.39,691.35,658.81,662.51,684.13,702.71,685.03,704.73,731.72,722.36,733.88,695.24,698.45,686.40,687.92,695.17,668.25,687.95,672.14,686.54,688.72,693.01
232,692.03,687.86,691.68,658.97,663.77,685.53,700.95,683.94,705.30,731.69,722.53,737.82,695.99,700.27,685.31,688.55,694.29,669.51,687.41,672.62,686.03,687.66,692.03
233,692.01,688.00,691.53,658.56,662.92,684.73,699.11,682.98,704.96,731.26,722.89,740.66,696.67,700.75,684.64,689.26,693.59,671.91,688.23,674.50,686.09,687.39,692.01
234,692.93,688.01,691.23,659.07,659.86,684.19,697.86,682.65,704.05,730.58,725.48,740.80,696.59,699.55,684.97,689.42,694.13,673.35,689.20,676.72,686.89,687.97,692.93
235,693.08,688.96,691.27,658.92,657.52,683.84,696.46,683.97,703.29,730.16,730.95,741.35,695.89,699.14,684.11,689.73,693.32,673.17,689.50,677.71,688.23,687.80,693.08
236,692.25,691.05,691.08,657.06,657.25,683.51,694.23,684.95,702.25,729.63,735.41,742.22,695.88,699.18,682.27,691.49,690.99,673.06,689.42,678.06,688.72,687.36,692.25
237,691.52,691.66,692.17,656.13,658.75,683.60,692.21,684.70,701.69,728.85,738.76,741.92,696.39,698.71,681.76,692.47,689.67,674.17,690.05,678.45,687.30,687.36,691.52
238,691.64,690.86,693.95,656.65,660.57,684.00,692.29,684.01,701.85,729.32,741.20,742.54,697.27,698.28,683.17,690.78,690.88,675.24,692.12,678.70,686.63,687.24,691.64
239,692.60,691.68,694.60,656.00,660.12,685.77,693.50,684.08,702.30,730.38,743.26,744.36,698.02,697.32,683.73,687.78,692.91,675.34,693.31,678.76,687.35,687.12,692.60
240,693.47,693.36,693.93,655.74,658.84,687.68,694.72,685.17,701.91,729.95,743.54,745.28,697.31,695.45,683.12,685.46,694.03,674.98,692.96,679.37,687.49,687.03,693.47
241,693.61,694.43,692.67,656.22,659.90,688.51,695.08,686.68,701.67,729.87,741.93,745.25,695.45,694.51,682.89,685.10,693.15,675.49,691.53,680.11,686.49,686.24,693.61
242,692.67,695.31,692.49,655.69,661.80,689.53,694.63,688.77,702.22,730.10,740.39,744.26,693.06,695.30,682.60,685.89,691.67,675.66,689.81,679.46,685.34,685.77,692.67
243,691.89,696.94,693.48,656.51,662.56,690.63,693.07,689.88,702.78,729.12,739.77,743.12,690.70,696.95,682.17,688.33,691.43,675.21,689.31,679.36,684.72,687.00,691.89
244,691.38,698.09,693.04,658.27,664.06,691.31,691.92,690.05,702.06,727.06,738.67,742.99,689.96,698.14,682.61,691.86,691.88,675.03,691.37,679.24,684.85,687.52,691.38
245,690.71,697.06,692.89,657.31,664.29,691.21,693.12,689.64,700.69,725.25,736.09,743.55,691.72,699.94,683.06,693.45,692.00,675.10,694.35,677.57,685.04,686.50,690.71
246,691.91,695.88,693.64,655.19,662.32,690.42,693.68,688.36,699.89,725.81,733.84,742.55,693.46,700.52,681.87,693.50,692.78,676.27,695.41,676.80,684.83,685.80,691.91
247,694.52,696.66,693.46,655.40,660.37,690.08,692.45,687.35,700.13,727.31,733.80,739.76,692.97,698.44,679.82,694.00,694.25,676.21,693.95,677.71,685.17,687.09,694.52
248,695.65,697.51,693.19,657.27,658.80,690.65,691.86,688.02,700.05,728.20,735.41,737.28,692.76,696.61,679.82,695.48,694.80,674.42,692.32,678.17,685.92,688.30,695.65
249,695.06,697.11,693.82,658.40,657.39,691.75,691.91,688.55,699.45,728.60,735.11,737.77,694.50,696.54,681.33,696.05,693.86,673.17,691.34,677.47,686.56,687.74,695.06
250,693.87,697.42,693.63,658.17,657.40,693.19,692.30,687.42,699.92,728.51,732.94,739.49,695.43,696.87,682.15,695.60,692.77,673.95,691.46,677.17,687.51,686.06,693.87
251,692.81,697.88,693.12,657.47,658.34,693.69,693.50,686.50,700.99,727.86,731.94,738.69,694.58,696.93,681.88,697.45,692.53,674.24,691.42,676.38,687.06,684.59,692.81
252,692.86,697.79,693.69,657.47,659.12,693.07,695.16,686.85,701.48,725.24,732.59,734.87,694.19,696.85,680.68,699.27,692.65,673.48,691.24,675.96,685.48,684.32,692.86
253,693.80,697.25,693.81,658.16,659.20,691.89,695.81,687.98,700.99,723.04,731.94,732.38,695.38,696.47,680.43,698.12,692.37,673.22,690.75,676.92,684.35,685.93,693.80
254,694.62,697.20,692.45,658.75,659.48,691.94,693.95,689.42,700.00,724.10,730.48,732.66,696.31,696.27,681.36,696.43,692.99,672.64,690.27,678.10,684.30,687.26,694.62
255,693.83,697.65,691.59,658.89,659.04,693.66,691.66,689.61,699.71,724.97,729.66,736.02,695.24,695.84,680.57,696.95,693.94,671.91,690.80,678.11,685.69,687.01,693.83
256,691.65,697.29,692.32,660.03,658.12,694.91,691.34,688.52,699.80,724.12,731.33,741.01,694.00,695.18,679.12,697.87,694.51,671.71,691.23,676.41,687.68,686.86,691.65
257,690.83,695.88,693.82,661.50,659.12,695.22,692.20,687.79,699.68,724.27,733.39,743.43,693.68,694.64,679.54,697.88,694.17,671.62,689.48,674.49,689.05,686.81,690.83
258,691.16,694.69,694.19,661.64,661.40,694.24,691.64,688.11,699.62,726.68,733.70,744.43,693.32,694.39,680.33,698.09,692.57,671.65,687.26,674.57,688.48,685.24,691.16
259,690.78,694.17,692.78,662.08,664.29,693.15,690.29,688.83,699.64,728.02,733.15,747.42,692.78,695.26,680.56,698.81,689.19,670.58,687.03,675.42,687.27,683.96,690.78
260,691.09,693.96,691.75,661.95,666.27,693.17,690.77,689.56,699.55,727.41,733.16,750.19,692.03,697.02,680.91,699.96,687.54,670.61,687.49,674.68,687.50,684.36,691.09
261,692.85,693.69,692.16,661.29,666.19,693.50,692.12,688.87,699.64,726.81,734.28,751.11,692.11,696.37,680.37,701.50,687.72,672.28,688.01,673.55,688.54,685.03,692.85
262,694.25,693.57,692.66,660.51,666.39,693.39,692.89,687.82,699.45,727.12,735.02,751.56,692.64,693.34,680.29,702.47,688.46,673.12,690.95,673.47,688.50,685.59,694.25
263,694.13,692.89,693.10,659.87,667.97,694.34,693.75,687.23,698.78,727.98,733.03,751.91,692.87,692.93,679.78,702.44,689.74,672.23,693.38,674.12,687.20,685.23,694.13
264,693.08,691.92,693.74,660.42,669.08,695.87,692.70,686.55,700.48,728.69,731.47,750.55,693.50,695.05,678.14,701.52,692.08,672.27,692.84,673.76,686.40,684.01,693.08
265,693.47,692.08,694.67,660.91,669.88,695.79,690.98,687.00,704.32,728.50,730.93,749.51,694.77,696.14,678.42,700.15,692.39,673.31,692.68,671.30,686.48,683.61,693.47
266,694.53,692.90,695.95,662.13,671.26,695.27,692.13,689.15,706.77,728.53,731.69,751.09,695.76,695.32,679.56,699.32,689.38,673.29,692.00,669.87,687.03,684.23,694.53
267,694.50,692.08,696.34,663.44,671.66,694.67,693.58,690.13,708.03,730.09,735.23,753.35,695.39,695.51,678.70,699.40,689.05,671.27,689.09,671.39,688.36,684.60,694.50
268,693.96,690.39,694.81,662.39,670.22,693.41,693.39,689.23,709.28,733.26,739.97,755.72,694.87,695.90,677.35,699.79,691.35,668.95,686.09,673.61,689.35,684.28,693.96
269,693.75,689.96,692.79,659.61,667.02,692.58,693.39,688.40,710.33,736.97,745.47,759.92,695.79,695.22,677.19,700.43,691.02,669.71,686.92,674.69,688.45,684.41,693.75
270,693.81,690.69,691.92,658.15,663.23,692.34,694.23,687.28,709.76,740.04,749.62,762.69,696.45,696.20,679.08,700.49,689.11,670.42,690.34,673.84,686.50,684.94,693.81
271,693.99,691.19,692.36,658.58,662.09,691.45,693.81,686.46,708.81,741.89,750.02,763.01,695.83,697.53,681.26,700.79,689.09,668.51,691.38,672.02,685.52,684.49,693.99
272,694.07,692.22,692.96,659.91,664.32,690.98,691.86,687.11,709.15,743.59,748.92,762.37,695.37,696.95,681.52,700.67,689.75,667.62,691.07,671.19,685.54,683.51,694.07
273,693.70,693.49,693.32,659.98,665.95,691.22,691.14,686.94,710.05,744.69,748.03,760.47,694.94,696.19,681.12,698.96,689.60,669.13,690.69,670.41,685.72,683.16,693.70
