 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7
461,434.169,434.704,434.983,439.348,439.407,436.136,437.167
462,434.372,434.915,434.434,439.778,439.181,436.282,437.410
463,434.278,435.106,433.840,440.049,439.093,436.189,437.808
464,433.965,435.306,433.546,440.068,439.066,435.900,438.150
465,433.748,435.328,433.566,439.827,439.007,435.712,438.318
466,433.817,435.134,433.705,439.471,438.810,435.619,438.461
467,434.155,434.715,433.774,439.278,438.655,435.468,438.632
468,434.484,434.279,433.782,439.457,438.676,435.445,438.767
469,434.728,433.921,433.883,439.741,438.966,435.620,438.661
470,434.834,433.607,433.991,439.858,439.423,435.875,438.525
471,434.909,433.453,434.014,439.870,439.706,436.015,438.501
472,434.952,433.493,433.956,440.052,439.625,435.936,438.589
473,434.896,433.660,433.938,440.275,439.367,435.891,438.626
474,434.831,433.686,433.942,440.339,439.122,435.939,438.497
475,434.630,433.675,434.038,440.224,438.706,436.090,438.281
476,434.296,433.744,434.106,440.030,438.216,436.174,438.181
477,434.006,433.952,434.125,439.885,437.920,436.124,438.374
478,433.878,434.189,434.003,439.789,437.790,436.001,438.684
479,433.923,434.348,433.795,439.781,437.760,435.923,438.968
480,434.020,434.330,433.559,439.690,437.930,435.884,439.150
481,433.990,434.197,433.451,439.529,438.396,435.968,439.348
482,433.832,434.025,433.574,439.392,438.860,436.164,439.583
483,433.647,433.851,433.959,439.459,439.137,436.354,439.792
484,433.712,433.719,434.516,439.709,439.101,436.358,439.763
485,434.043,433.893,434.980,440.021,438.844,436.209,439.594
486,434.458,434.207,435.276,440.331,438.561,436.078,439.446
487,434.717,434.376,435.341,440.665,438.406,436.040,439.381
488,434.724,434.358,435.286,440.942,438.400,436.138,439.271
489,434.551,434.390,435.124,441.009,438.582,436.265,439.020
490,434.253,434.453,434.900,440.837,438.781,436.264,438.729
491,433.996,434.359,434.640,440.679,438.737,436.035,438.583
492,433.833,434.139,434.265,440.570,438.516,435.787,438.701
493,433.787,433.935,433.830,440.395,438.431,435.718,439.034
494,433.781,433.769,433.502,440.104,438.628,435.717,439.499
495,433.860,433.618,433.554,439.979,438.890,435.648,439.794
496,433.947,433.476,433.927,440.029,439.001,435.573,439.717
497,434.186,433.501,434.471,440.028,438.962,435.571,439.480
498,434.446,433.674,434.877,439.855,438.969,435.616,439.300
499,434.687,433.864,434.976,439.678,439.237,435.524,439.175
500,434.788,433.897,434.828,439.728,439.605,435.349,438.977
501,434.695,433.797,434.635,439.975,439.779,435.271,438.689
502,434.494,433.684,434.508,440.294,439.673,435.359,438.545
503,434.435,433.829,434.401,440.460,439.422,435.381,438.639
504,434.537,434.196,434.345,440.384,439.160,435.221,438.922
505,434.734,434.516,434.311,440.278,438.812,435.007,439.166
506,434.862,434.705,434.117,440.258,438.550,434.959,439.155
507,434.881,434.781,433.850,440.468,438.400,435.154,438.832
508,434.751,434.736,433.855,440.789,438.406,435.602,438.436
509,434.606,434.700,434.205,441.085,438.495,436.097,438.244
510,434.496,434.792,434.662,441.280,438.607,436.402,438.272
511,434.415,434.975,434.835,441.311,438.555,436.381,438.367
512,434.391,435.000,434.589,441.145,438.350,436.107,438.346
513,434.403,434.746,434.207,440.834,438.109,435.931,438.333
514,434.569,434.421,433.940,440.534,438.027,436.038,438.486
515,434.869,434.265,433.909,440.361,438.233,436.235,438.657
516,435.130,434.339,433.976,440.184,438.540,436.297,438.680
517,435.220,434.560,434.009,439.942,438.832,436.218,438.567
518,435.096,434.793,434.106,439.774,439.198,436.030,438.396
519,434.795,434.865,434.288,439.919,439.573,435.845,438.271
520,434.500,434.779,434.307,440.275,439.569,435.749,438.298
521,434.286,434.742,434.215,440.391,439.009,435.823,438.464
522,434.093,434.767,434.289,440.001,438.294,435.998,438.652
523,433.921,434.805,434.524,439.520,437.942,436.133,438.887
524,433.990,434.812,434.653,439.255,437.968,436.080,439.068
525,434.249,434.679,434.612,439.275,437.950,435.798,439.100
526,434.368,434.427,434.437,439.382,437.741,435.557,439.074
527,434.197,434.257,434.164,439.448,437.637,435.550,439.047
528,433.831,434.262,433.805,439.416,437.762,435.780,438.948
529,433.425,434.298,433.577,439.480,437.973,436.127,438.761
530,433.131,434.403,433.677,439.915,438.005,436.332,438.537
531,432.932,434.504,433.961,440.531,437.862,436.201,438.263
532,432.951,434.517,434.180,440.826,437.857,435.861,438.121
533,433.280,434.458,434.340,440.502,438.163,435.697,438.240
534,433.676,434.478,434.348,439.953,438.661,435.788,438.505
535,433.859,434.649,434.262,439.797,438.810,435.982,438.597
536,433.834,434.733,434.253,440.085,438.587,436.067,438.510
537,433.729,434.611,434.415,440.434,438.245,436.032,438.534
538,433.693,434.343,434.482,440.476,438.126,435.994,438.761
539,433.918,434.192,434.259,440.239,438.249,435.990,438.972
540,434.412,434.168,433.808,439.911,438.561,435.933,439.007
541,434.776,434.290,433.483,439.770,438.959,435.752,438.810
542,434.754,434.577,433.373,439.748,439.371,435.573,438.392
543,434.550,434.918,433.553,439.730,439.670,435.542,437.824
544,434.458,435.109,433.986,439.665,439.669,435.696,437.449
545,434.483,435.126,434.395,439.553,439.546,435.868,437.457
546,434.525,435.115,434.506,439.342,439.621,435.915,437.634
547,434.616,435.057,434.335,439.092,439.890,435.755,437.817
548,434.793,434.876,434.258,439.116,440.029,435.462,438.182
549,434.947,434.419,434.409,439.524,439.930,435.235,438.846
550,434.945,434.003,434.576,439.999,439.688,435.194,439.490
551,434.832,434.116,434.614,440.082,439.491,435.408,439.692
552,434.733,434.593,434.535,439.737,439.356,435.796,439.429
553,434.624,434.801,434.375,439.512,439.315,436.164,438.989
554,434.398,434.496,434.230,439.716,439.207,436.328,438.651
555,434.191,434.037,434.183,440.130,439.064,436.167,438.406
556,434.091,433.927,434.334,440.204,439.051,435.832,438.054
557,434.094,434.339,434.385,439.781,439.234,435.561,437.776
558,434.167,435.004,434.177,439.214,439.357,435.464,437.837
559,434.224,435.519,433.931,439.060,439.358,435.361,438.202
560,434.243,435.484,433.900,439.439,439.205,435.241,438.455
561,434.266,434.936,434.042,440.079,438.904,435.216,438.412
562,434.329,434.307,434.091,440.690,438.556,435.269,438.367
563,434.429,433.927,434.055,441.025,438.370,435.257,438.617
564,434.451,433.819,434.099,440.984,438.416,435.266,439.016
565,434.386,433.849,434.143,440.562,438.526,435.462,439.203
566,434.379,434.034,434.104,439.978,438.552,435.708,439.066
567,434.474,434.435,434.017,439.622,438.421,435.890,438.758
568,434.506,434.841,434.013,439.648,438.279,435.992,438.547
569,434.339,434.965,434.185,439.948,438.308,435.985,438.622
570,434.055,434.741,434.365,440.114,438.618,435.764,438.763
571,433.803,434.372,434.353,440.124,439.027,435.452,438.815
572,433.606,434.172,434.087,439.936,439.154,435.302,438.805
573,433.452,434.150,433.521,439.634,438.938,435.433,438.823
574,433.346,434.221,432.845,439.304,438.585,435.739,438.805
575,433.314,434.416,432.435,439.141,438.333,436.015,438.729
576,433.380,434.487,432.642,439.238,438.336,436.037,438.598
577,433.674,434.221,433.415,439.671,438.552,435.889,438.455
578,434.118,433.958,434.278,440.279,438.791,435.782,438.353
579,434.543,433.960,434.834,440.730,438.783,435.823,438.389
580,434.845,434.226,435.034,440.782,438.788,435.796,438.639
581,434.863,434.231,434.950,440.644,439.036,435.666,438.994
582,434.676,433.796,434.642,440.553,439.384,435.516,439.346
583,434.386,433.148,434.320,440.523,439.403,435.499,439.539
584,434.218,432.880,434.188,440.318,439.177,435.605,439.495
585,434.131,433.163,434.170,439.841,438.940,435.838,439.226
586,433.955,433.757,434.089,439.520,438.882,436.173,438.845
587,433.737,434.402,434.009,439.690,438.931,436.496,438.609
588,433.606,434.906,434.112,440.146,438.948,436.737,438.517
589,433.548,435.268,434.220,440.375,438.837,436.810,438.518
590,433.657,435.431,434.050,440.207,438.768,436.646,438.410
591,433.993,435.350,433.688,439.735,438.841,436.505,438.302
592,434.376,435.051,433.307,439.230,439.033,436.540,438.207
593,434.621,434.806,433.045,438.901,439.090,436.689,438.223
594,434.684,434.663,432.873,438.914,438.936,436.542,438.200
595,434.589,434.707,432.920,439.265,438.839,436.022,438.058
596,434.452,434.886,433.110,439.807,439.103,435.314,437.986
597,434.320,435.095,433.411,440.485,439.449,434.666,438.153
598,434.249,435.125,433.740,440.865,439.369,434.311,438.391
599,434.273,434.953,434.146,440.743,438.928,434.372,438.505
600,434.351,434.723,434.451,440.318,438.556,434.688,438.509
601,434.527,434.530,434.498,439.973,438.479,435.077,438.488
602,434.753,434.450,434.317,439.631,438.564,435.340,438.294
603,434.896,434.426,434.028,439.356,438.581,435.381,437.864
604,434.839,434.385,433.795,439.264,438.488,435.275,437.500
605,434.634,434.311,433.658,439.322,438.412,435.242,437.406
606,434.430,434.323,433.623,439.419,438.419,435.440,437.608
607,434.372,434.417,433.702,439.426,438.433,435.894,437.863
608,434.423,434.661,433.952,439.302,438.400,436.288,437.932
609,434.488,435.038,434.249,439.083,438.513,436.425,437.923
610,434.410,435.253,434.521,438.923,438.899,436.296,437.996
611,434.297,435.254,434.752,438.843,439.261,436.090,438.121
612,434.331,435.238,434.942,438.879,439.321,436.053,438.164
613,434.461,435.310,434.867,439.002,439.101,436.194,438.089
614,434.593,435.292,434.496,439.174,438.861,436.297,438.044
615,434.883,435.089,434.138,439.387,438.633,436.262,438.188
616,435.232,434.878,433.946,439.453,438.338,436.075,438.550
617,435.412,434.700,433.968,439.375,438.130,435.970,438.889
618,435.288,434.401,433.973,439.174,438.268,436.232,438.906
619,435.086,433.984,433.858,439.016,438.758,436.674,438.564
620,435.025,433.682,433.800,439.059,439.449,436.785,438.204
621,435.010,433.534,434.002,439.165,440.051,436.321,438.087
622,434.856,433.521,434.376,439.209,440.391,435.726,438.292
623,434.686,433.603,434.698,439.311,440.412,435.481,438.743
624,434.677,433.864,434.788,439.672,440.317,435.593,439.145
625,434.840,434.244,434.737,440.050,440.300,435.549,439.281
626,434.990,434.623,434.584,440.191,440.227,435.294,439.069
627,434.981,434.823,434.449,440.072,439.916,435.049,438.777
628,434.810,434.706,434.516,439.982,439.383,435.171,438.548
629,434.525,434.310,434.672,440.009,438.808,435.585,438.532
630,434.312,433.856,434.630,440.256,438.369,435.915,438.599
631,434.329,433.666,434.398,440.553,438.127,435.862,438.546
632,434.523,433.914,434.319,440.685,438.103,435.559,438.274
633,434.676,434.261,434.458,440.411,438.242,435.332,437.882
634,434.555,434.486,434.435,439.962,438.336,435.270,437.674
635,434.285,434.583,434.094,439.613,438.256,435.263,437.756
636,434.117,434.503,433.638,439.492,438.180,435.201,437.945
637,434.143,434.259,433.364,439.526,438.295,435.294,438.114
638,434.326,434.082,433.476,439.644,438.354,435.634,438.414
639,434.535,434.094,433.841,439.753,438.245,436.049,438.764
640,434.521,434.118,434.112,439.705,438.122,436.414,439.026
641,434.247,433.871,434.032,439.553,438.253,436.723,438.954
642,434.006,433.585,433.823,439.438,438.679,436.794,438.538
643,433.846,433.543,433.810,439.489,439.007,436.566,438.056
644,433.627,433.766,434.002,439.539,438.916,436.090,437.868
645,433.312,434.202,434.252,439.657,438.508,435.525,438.065
646,433.149,434.661,434.376,439.990,438.316,435.126,438.431
647,433.329,434.953,434.350,440.569,438.531,435.042,438.630
648,433.683,434.925,434.151,441.104,438.920,435.266,438.585
649,433.877,434.712,433.783,441.279,439.119,435.583,438.346
650,433.840,434.547,433.390,441.025,439.132,435.777,438.039
651,433.691,434.595,433.219,440.513,439.030,435.799,437.783
652,433.672,434.774,433.398,439.976,438.812,435.798,437.805
653,433.793,434.851,433.740,439.558,438.586,435.846,438.101
654,434.149,434.554,434.001,439.441,438.448,435.931,438.455
655,434.617,434.077,434.125,439.504,438.508,435.968,438.799
656,434.952,433.750,434.208,439.711,438.666,435.872,438.989
657,434.984,433.630,434.401,439.913,438.687,435.666,438.886
658,434.892,433.687,434.582,439.971,438.617,435.642,438.572
659,434.782,433.942,434.644,439.783,438.580,435.963,438.342
660,434.635,434.317,434.558,439.473,438.642,436.401,438.357
661,434.321,434.590,434.355,439.124,438.664,436.637,438.410
662,434.054,434.685,433.991,438.727,438.601,436.605,438.366
663,434.009,434.660,433.516,438.469,438.617,436.521,438.299
664,434.158,434.614,433.185,438.385,438.769,436.481,438.383
665,434.355,434.527,433.155,438.414,438.906,436.346,438.551
666,434.513,434.285,433.409,438.668,438.923,435.955,438.662
667,434.673,433.967,433.744,439.065,438.804,435.517,438.579
668,434.797,433.764,433.988,439.490,438.534,435.242,438.272
669,434.836,433.981,434.181,439.820,438.353,435.142,437.899
670,434.751,434.415,434.291,440.068,438.373,435.195,437.831
671,434.662,434.532,434.276,440.157,438.582,435.396,438.228
672,434.581,434.211,434.108,440.061,438.942,435.545,438.814
673,434.621,433.786,433.866,439.759,439.273,435.595,439.070
674,434.762,433.564,433.803,439.400,439.354,435.702,438.920
675,434.925,433.600,434.047,439.265,439.153,435.931,438.612
676,435.045,433.883,434.279,439.513,438.718,436.177,438.401
677,435.010,434.368,434.218,439.858,438.302,436.253,438.415
678,434.805,434.901,433.983,440.078,438.295,436.028,438.554
679,434.654,435.187,433.839,440.129,438.721,435.729,438.536
680,434.661,435.028,433.897,440.029,439.107,435.513,438.343
681,434.782,434.595,433.911,439.727,439.164,435.429,438.226
682,434.842,434.204,433.790,439.361,438.967,435.512,438.344
683,434.768,433.963,433.715,439.178,438.878,435.704,438.470
684,434.628,433.659,433.867,439.250,439.017,435.881,438.578
685,434.426,433.478,434.110,439.398,439.293,435.975,438.889
686,434.238,433.569,434.181,439.507,439.500,435.933,439.401
687,434.218,433.927,434.032,439.508,439.508,435.813,439.871
688,434.482,434.295,433.787,439.516,439.327,435.641,439.877
689,434.862,434.648,433.617,439.595,439.099,435.422,439.442
690,435.105,434.832,433.745,439.695,438.948,435.245,438.899
691,435.193,434.766,434.123,439.702,438.909,435.238,438.639
692,434.933,434.427,434.472,439.689,438.912,435.417,438.725
693,434.322,434.114,434.656,439.785,438.962,435.655,438.840
694,433.890,434.228,434.647,439.860,438.928,435.776,438.871
695,434.001,434.628,434.432,439.694,438.868,435.738,438.805
696,434.458,434.953,433.964,439.301,438.877,435.595,438.725
697,434.817,435.018,433.450,439.010,438.915,435.694,438.684
698,434.807,434.940,433.204,439.026,438.972,436.061,438.649
699,434.586,434.771,433.396,439.343,439.132,436.400,438.508
700,434.408,434.696,433.707,439.868,439.331,436.354,438.271
701,434.416,434.831,433.875,440.327,439.405,436.154,438.134
702,434.506,435.021,434.015,440.421,439.464,435.977,438.137
703,434.451,435.051,434.153,440.224,439.552,435.847,438.189
704,434.304,434.881,434.196,439.897,439.624,435.885,438.170
705,434.274,434.504,434.194,439.477,439.750,436.129,438.127
706,434.483,434.220,434.204,439.111,440.100,436.405,438.159
707,434.644,434.220,434.341,439.035,440.484,436.536,438.204
708,434.479,434.503,434.594,439.261,440.520,436.371,438.151
709,434.191,434.889,434.824,439.622,440.213,436.092,438.061
710,434.097,435.100,434.790,439.993,439.752,435.865,438.230
711,434.295,434.974,434.630,440.167,439.249,435.648,438.620
712,434.573,434.510,434.536,440.049,438.631,435.398,438.996
713,434.807,433.952,434.610,439.724,438.011,435.094,439.259
714,435.045,433.588,434.678,439.376,437.685,434.901,439.403
715,435.203,433.517,434.658,439.151,437.828,435.099,439.259
716,435.036,433.569,434.672,439.073,438.202,435.743,438.810
717,434.576,433.469,434.577,439.215,438.545,436.484,438.343
718,433.917,433.245,434.320,439.586,438.822,436.811,438.164
719,433.440,433.164,433.840,440.010,439.087,436.567,438.268
720,433.243,433.395,433.431,440.211,439.308,436.037,438.580
721,433.263,433.869,433.391,440.080,439.493,435.584,438.943
722,433.272,434.155,433.658,439.680,439.696,435.350,439.239
723,433.246,434.056,433.941,439.309,439.930,435.331,439.383
724,433.307,433.900,433.920,439.274,440.247,435.402,439.371
725,433.568,434.015,433.628,439.724,440.498,435.401,439.240
726,433.913,434.335,433.427,440.416,440.618,435.266,439.084
727,434.294,434.654,433.501,440.802,440.562,435.079,438.974
728,434.568,434.813,433.794,440.751,440.199,434.995,438.973
729,434.789,434.726,434.077,440.523,439.616,435.041,438.921
730,434.856,434.413,434.271,440.557,439.055,435.101,438.863
731,434.636,434.074,434.325,440.827,438.719,435.172,438.935
732,434.267,433.893,434.439,441.159,438.619,435.205,439.093
733,434.019,433.908,434.540,441.398,438.821,435.161,439.115
734,433.996,434.134,434.570,441.461,439.143,435.022,439.128
735,434.142,434.397,434.588,441.167,439.254,434.880,439.129
736,434.186,434.534,434.725,440.584,439.144,434.927,439.204
737,434.275,434.482,435.032,440.042,438.991,435.177,439.151
738,434.357,434.385,435.237,439.719,438.847,435.542,438.853
739,434.418,434.444,435.245,439.411,438.782,435.764,438.457
